clade_name	P35M2	P35M1	P35M0	C35F0	P34F2	P34F1	P34F0	C34M0	P24F1	P24F0	C24M0	P15M2	P15M1	P15M0	C15F0	P32M2	P32M1	P32M0	C32F0	P07M2	P07M1	P07M0	C07M0	P27M2	P27M1	P27M0	C27F0	P12M2	P12M1	P12M0	C12F0	P19M2	P19M1	P19M0	C19F0	P31M2	P31M1	P31M0	C31F0	P38M2	P38M1	P38M0	C38F0	P17M2	P17M1	P17M0	C17F0	P22M2	P22M1	P22M0	C22F0	P18M2	P18M1	P18M0	C18F0	P10M2	P10M1	P10M0	C10F0	P36M2	P36M1	P36M0	C36F0	P03M2	P03M1	P03M0	C03F0	P29F1	P29F0	C29M0	P13F2	P13F1	P13F0	C13M0	P01F2	P01F1	P01F0	C01M0	P30M2	P30M1	P30M0	C30F0	P28M1	P28M0	C28F0	P16M2	P16M1	P16M0	C16F0	P06M2	P06M0	P05M2	P05M0	C05F0	P33F2	P33F1	P33F0	C33M0	P21M1	P21M0	C21F0	P23M1	P23M0	C23M0	P04M2	P04M0	C04F0	P11M2	P11M1	P11M0	P08M2	P08M1	P08M0	C11F0	C08F0	P26M1	P26M0	C26F0	P37M2	P37M1	P37M0	C37F0	P25M2	P25M1	P25M0	C25F0	P14M2	P14M1	P14M0	C14F0	P02F2	P02F0	C02F0	P20M2	C20M0	P09M2	P09M1	P09M0	C09F0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0	0	0	0	0.00267	0.0001	0.00087	0.06169	0	0	0	0	0	0	0.61524	0	0	0	0	0.00678	0.00354	0.2593	8.56753	0.19933	0.07648	1.25486	0.20625	0.21757	0.01007	1.03525	2.35158	0	0	0	3.33659	0.00462	0.01112	0.00532	0.14628	0	0	0	0	0.0903	0.10775	0.03	0.08154	0	0	0	0.11971	0	0	0	0.0155	0	0	0	0	0	0	0.11727	0	0.0052	0.00096	0.00113	0.00282	0	0	0	0	0	0	0.8087	0	0	0	0	0.24669	0.51803	0.3703	0	0	0	0.06041	0.29198	0.43582	3.47337	0	0.11346	0.16518	0	0	0	0	0	0	0.01892	0	0	0.00513	0	0	0.78816	1.35045	2.55446	0	4.31753	1.89733	3.90705	0	0	0	0	0	0	0	0	0.4531	0.0277	0.62281	0.72333	0	0	5.00E-05	0	1.79751	3.4946	0	1.50476	0	0	1.61705	0	0	0	0	0	0.00804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0.0143	0.0141	0	0	0	0	0	0	0	0	0	0.00529	0.04653	0.02898	0.00382	0.01598	0.07646	0.28704	0.00563	0.02218	0.0775	0.22743	0.01546	0.00219	0.00748	0.04927	0.00814	0.06148	0	0.18423	0.00658	0.28405	0.03874	0.00239	0.0036	0.02092	0.02624	0.03367	0.38872	0.23018	0	0	0	0.18345	0.47259	0.06293	0	0.00345	0.00021	0	0.28639	0.06392	0.04508	0.20105	0.03251	0.00397	0.00114	0.0078	0.00029	0	0	1.2969	0.05104	0.06591	0.00802	0.06327	0	0	0	0.00178	0	0	0	0.08247	0	0.0803	0.01542	0	0.00428	0.0068	0.00881	0.01355	0.00889	0.00484	0	0	0.00048	0.02758	0	0	0.00759	0	0	0.00889	0.01391	0.00922	0.00481	0.12465	0	0	0.16287	0.07738	1.09351	0.00094	0.02041	0.04597	0.02104	0.12505	0.02765	0.18146	0.01636	0.02128	0	0.00428	0.02054	0.24309	0.06109	0	0	0	0.00297	0.00186	0.05538	0.009	0.06863	0	0.02341	0.01505	0	0.00257	0.13052	0.04518	0.02234	0	0	0	0	0.00412	0.00452
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07886	0.02065	0	0	0	0	0	0.0846	0	0	0	0.00717	0.00155	0	0.03702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0	0	0	0	0.04177	0.0054	0.00769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243	0.03646	0.02289	0.24969	0	0	0	0	0.03202	0.02393	0.00979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00412	0.00125	0.00087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0	0	0.00019	0	0	0	0	0.39203	0	0.00109	4.19523	0.00123	0.00083	0	9.31523	0	0	0	0	1.04765	3.63512	3.89645	0	3.11725	2.49439	9.92931	5.36685	3.51822	0.05438	8.24966	7.08888	1.59594	1.26103	0.38882	0.01991	10.19217	15.64651	13.51052	2.73076	0.00077	0	0	0.00104	3.8207	4.93247	16.63222	1.32478	0	0.00078	0	0.00098	0	0	0	0.12165	7.66098	6.7124	13.16606	0.14291	0.00269	0	13.39487	3.1578	2.27649	0.43824	4.80767	6.68166	0	0	0	0	0.00018	0	2.16419	0	0	0	0	1.68484	2.30272	2.12873	10.93465	0.00044	0	7.66387	1.36046	9.79206	7.79508	0.00135	15.85782	10.02095	0	0	0	1.83276	1.37542	0.80043	0.02877	0	0	0	2.8409	12.43822	10.53906	0	0	7.80441	9.45079	9.89957	11.08964	0	0	0	0.21335	15.31452	0.00043	0.00011	6.58348	8.79464	1.83759	4.23826	2.1833	0	0.00012	0	1.96078	14.9033	7.34243	0.00025	5.44829	0	0	6.37141	0	0.00293	0	0.00039	0	3.22572
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.56484	1.49012	0.03232	0	0	0	0	0.00561	0	0	0.74085	1.29858	3.28512	2.27287	0.64648	0	0	0	0.16288	0.08074	0.42462	0.58834	0.00719	0.12142	0.40178	1.02112	0.67719	0.03779	0.00256	0.05389	0.07799	0.2298	0.11611	0.13087	0.12843	0.75658	1.40205	1.25644	3.536	1.08655	0	0	0	1.94196	1.28611	1.22393	0.00618	0	0	0	0	0.6536	0.03611	0.83585	0.14556	0.72228	0.09788	1.034	0	0	0	0.7676	0.11979	0	0	0	1.00199	0	0	0	0.1043	0.01695	0.19332	0.10824	0	0	0	0	0.10813	0.19563	0.03418	0.7014	0.83464	0.60543	0.05064	0.05389	0.70709	0.49005	0	1.13035	0.63089	0	0	0	0.80644	0.91171	1.06383	0.07154	2.0724	1.36205	0.30288	0	0	0.66684	0	0	0.26564	1.36541	0.87868	0.17654	0.72443	0.83552	0.28071	0.10637	1.59589	0.11643	0.02456	0.00029	0.083	0.01044	0.01804	0.76177	0.75073	0.28725	1.14969	0	0.15251	0.1432	0	0.01879	0	0	0.73063	0	0	0	0	0	0.2454
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	0	0	0	0	0	0	0	0	0	0	0	0.00028	0.00079	0.0009	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052	0.0004	0.00023	0	0	0	0	0	0	0	0	0	0.00024	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	3.70356	7.72579	2.80498	0.06352	2.788	2.7096	4.84003	0.49126	0.03209	0.04018	5.47045	3.5382	6.58188	1.7105	10.22044	2.68183	2.68572	1.86598	3.05944	0.38809	1.63907	3.31414	4.39024	0.329	0.72622	2.14861	1.62212	0.71549	0.08404	1.50305	1.15117	0.5461	0.65595	0.89426	1.53132	2.7549	3.6961	3.35505	8.32991	10.50572	2.50992	3.5483	0.62514	3.75515	7.92794	17.02333	1.96392	2.49831	2.48006	2.46255	0.9321	2.89121	2.84607	7.13545	0.74718	3.65091	5.36177	7.09852	6.95678	0	0	5.44738	1.31533	4.45723	1.65802	2.15269	2.39981	7.36087	5.22136	0.69917	0	0	0	1.36184	3.79836	4.33649	8.62526	5.83169	1.8142	1.9607	3.88401	5.73066	1.81819	4.97843	1.07494	1.10974	1.08473	4.07885	7.18084	0.79411	1.19633	5.37456	10.58052	14.32593	1.99457	2.15	1.77116	1.04241	2.27187	8.54786	3.36938	0.27792	0.56535	2.20763	1.63035	3.42437	2.10807	1.82057	2.4758	3.53838	4.23799	3.51886	6.63651	1.40352	2.87039	3.47401	6.38185	3.67786	3.38706	0.8621	0.94901	1.71771	3.63542	3.27187	5.96392	5.36349	5.08625	2.07582	8.24034	2.721	1.59546	3.94694	3.86417	2.5455	1.14842	0.2983	1.10403	0.67936	2.1621
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	3.70356	7.72579	2.80498	0.06352	2.788	2.7096	4.84003	0.49126	0.03209	0.04018	5.47045	3.5382	6.58188	1.7105	10.22044	2.68183	2.68572	1.86598	3.05944	0.38809	1.63907	3.31414	4.39024	0.329	0.72622	2.14861	1.62212	0.71549	0.08404	1.50305	1.15117	0.5461	0.65595	0.89426	1.53132	2.7549	3.6961	3.35505	8.32991	10.50572	2.50992	3.5483	0.62514	3.75515	7.92794	17.02333	1.96392	2.49831	2.48006	2.46255	0.9321	2.89121	2.84607	7.13545	0.74718	3.65091	5.36177	7.09852	6.95678	0	0	5.44738	1.31533	4.45723	1.65802	2.15269	2.39981	7.36087	5.22136	0.69917	0	0	0	1.36184	3.79836	4.33649	8.62526	5.83169	1.8142	1.9607	3.88401	5.73066	1.81819	4.97843	1.07494	1.10974	1.08473	4.07885	7.18084	0.79411	1.19633	5.37456	10.58052	14.32593	1.99457	2.15	1.77116	1.04241	2.27187	8.54786	3.36938	0.27792	0.56535	2.20763	1.63035	3.42437	2.10807	1.82057	2.4758	3.53838	4.23799	3.51886	6.63651	1.40352	2.87039	3.47401	6.38185	3.67786	3.38706	0.8621	0.94901	1.71771	3.63542	3.27187	5.96392	5.36349	5.08625	2.07582	8.24034	2.721	1.59546	3.94694	3.86417	2.5455	1.14842	0.2983	1.10403	0.67936	2.1621
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_chinchillae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026	0	0.00235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	1.5991	1.74003	1.51267	0.06352	2.16692	2.04416	2.48373	0.30549	0.03209	0.04018	1.53486	0.86806	1.10817	0.53573	1.08343	2.64966	2.6149	1.54331	1.39544	0.1392	0.23815	1.43698	2.98984	0.32888	0.725	2.14597	1.62055	0.17619	0.01006	0.5624	0.61942	0.3239	0.48377	0.81646	0.59976	1.34036	2.28084	2.19107	5.29855	10.38288	1.53983	2.94327	0.62074	2.77009	5.7167	12.26227	1.94925	1.91153	1.95506	2.27809	0.9321	2.22451	1.93898	5.6589	0.30038	1.96023	2.48909	3.80047	3.44494	0	0	3.16734	1.03085	4.1946	1.58753	1.88839	1.019	2.74158	2.60079	0.69917	0	0	0	0.84291	3.79778	4.29689	8.53483	5.80206	0.52247	0.61758	1.89953	4.43516	1.6549	4.42946	0.41111	0.62559	0.46912	0.81403	7.18084	0.61809	0.60233	5.37456	10.58052	14.28919	1.2378	1.18862	0.83482	0.33503	0.86474	2.94491	0.75568	0.27792	0.56535	1.88041	1.62537	3.1947	2.09554	1.72106	2.46028	3.49506	2.95618	2.18018	5.09571	1.40192	1.54584	3.38737	6.37572	2.66213	0.82122	0.22707	0.54152	0.69822	1.60396	1.50588	3.01025	4.74891	1.62191	1.29711	8.24034	1.61477	1.53835	3.94196	1.19571	0	0.54432	0.2771	1.0215	0.27447	1.66432
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0	0	0	0	0.62107	0.66544	2.3563	0.10922	0	0	0	0.07511	0.07992	0.05672	0.09317	0	0.00875	0.01545	0.09064	0.0042	0.04667	0.08481	0	0	0	0	0	0	0	0	0.0805	0.01338	0.0149	0.0274	0.00162	0.0228	0.03333	0.00598	0.17572	0.00058	0	0	0.00441	0.20831	0.39767	0.03148	0	0.00405	0	0	0	0.05406	0.04207	0.03556	0.03163	0.03163	0.08065	0.01635	0.05958	0	0	0	0.01941	0.25188	0.07048	0.26431	0.14915	0	0	0	0	0	0	0.01032	0	0.00476	0.02553	0	0.00609	0.02485	0.09078	0	0	0.0011	0.00853	0	0.00313	0.96175	0	0.02094	0.14941	0	0	0	0	0	0	0	0.14265	0.02783	0	0	0	0.31543	0.00479	0.19146	0.01201	0.04199	0	0	0	0.15821	0.01207	0	0.01473	0.08356	0.00612	0.02837	0.01934	0.00311	0.05793	0.22134	0.05321	0.03732	0.10428	0	0.21983	0.00987	0	0.00364	0	0	0.11794	0	0	0	0	0.07777	0.00211
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii	0	0	0	0	0	0	0	0	0	0	0	0.00072	0.00237	0.00601	0.00522	0.01637	0.05515	0.01969	0.01661	0	0	0	0.00859	0	0	0	0	0	0	0.00064	0	0.00239	0	0.00508	0.00015	0.0018	0.00473	0.00463	0	0.00211	0	0	0	0.05228	0.16729	0.02379	0.01467	0	0	0	0	0	0.00101	0.00027	0.00049	0	0	0	0.01236	0	0	0	0	0.01075	0	0	0	0.02264	0.09615	0	0	0	0	0	0.00058	0.03485	0.0649	0.02963	0	0	0	0.00156	0.00067	0.00107	0.00132	0	0.0118	0.6416	0	0	0.0025	0	0	0	0	0	0	0	0.00058	0.00153	0	0	0	0.00553	0.00019	0.03822	0.00031	0.03846	0.00451	0.03743	0.00283	0	0.00738	0	0	0.00308	0	0	0	0	0	0	0	0	0	0	0.00701	0.00581	0	0.00852	0	0	0.0098	0	0	0	0	0	0.01028
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0.00019	0	0.02258	0.00328	0.04289	0	0.00358	0.00178	0.0058	0	0	0.00062	0.00319	0	0	0	0	0	0.00155	0	0	0	0.58273	0.52401	0.18446	0	0.61265	0.86393	1.44048	0.0012	0	0.0005	0.00057	0	0	0	0	0.26508	0	0	0	0	0	0	0	0	0	0	0.50824	0	0	0	0	0	0	0	0.14378	0	0.067	0	0	0	0	0	0.15508	0.43893	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0.03577	0.00087	0.11752	0.00132	1.30982	0	0	0	0.00297	0	0.01036	0	0.9443	0	0	0.61458	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	2.10446	5.98576	1.2923	0	0	0	0	0.07656	0	0	3.93559	2.59314	5.39142	1.11204	9.03862	0	0	0	1.55675	0.24451	1.35399	1.78718	1.3918	0.00012	0.00067	0.00245	0.00157	0.51646	0.0707	0.89477	0.45126	0.20284	0.15551	0.03952	0.92978	1.38994	1.37658	1.15018	2.85564	0.12016	0.97009	0.60503	0	0.70353	1.61154	4.70551	0	0	0.00099	0	0	0	9.00E-05	0.00025	0.41271	1.65905	2.79153	3.28113	3.43989	0	0	2.28005	0	0	0	0	1.13532	4.59664	2.52442	0	0	0	0	0.00037	0	0	0	0	1.28564	1.31826	1.89369	1.15017	0.16262	0.47979	0.65399	0.48415	0.60069	1.65754	0	0	0	0	0	0	0.75677	0.96138	0.93634	0.70738	1.2639	5.57304	2.6137	0	0	0.00345	0	0	0	0	0	0	1.24321	1.17959	1.40382	0.00028	0	0	0	0.98737	2.54352	0.63193	0.3392	0.5518	1.03395	1.72868	2.84939	0	3.23749	0.76258	0	1.09407	0	0	2.54072	2.5455	0.6041	0.0212	0.08254	0.32711	0.48538
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_426_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0.00026	0.00516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01939	0.03474	0.00028	0	0	0	0	0	0	0	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393	0	0	0	0	0	0.03674	0	0	0	0	0	0.00055	0	0	0	0.00178	0	0	0.00022	0.01907	0.01101	0.00589	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0	0	0	0	0	0.05711	0.00497	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01581	0.00692	0.28753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidia_unclassified|f__Bacteroidia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidia_unclassified|f__Bacteroidia_unclassified|g__Bacteroidia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidia_unclassified|f__Bacteroidia_unclassified|g__Bacteroidia_unclassified|s__Bacteroidia_bacterium_44_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cloacibacterium	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cloacibacterium|s__Cloacibacterium_normanense	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes	9.09737	15.84778	17.42041	13.47996	9.49249	5.96101	10.24108	5.31436	14.53696	4.72203	12.81265	19.70732	43.44046	29.60129	35.70632	12.09176	18.41114	15.69025	11.62277	3.13394	10.19316	11.16736	12.40416	74.73373	34.67611	13.2565	20.58271	8.33396	10.36217	31.87275	16.18465	8.12576	5.6979	9.81954	21.0433	27.89185	19.51296	36.14379	35.73767	12.34764	14.79545	5.68761	15.85495	28.4668	33.40466	17.03016	13.43697	11.1274	28.22252	2.82389	36.96729	11.80582	8.12956	16.4648	11.77967	28.64841	16.40264	16.5862	7.53936	19.72361	12.8632	25.28012	8.86968	8.75127	15.01309	6.09688	28.16466	8.7466	3.39997	41.22906	5.81475	8.83987	5.33696	17.63652	6.9542	7.96451	26.26089	29.36145	40.87894	34.68076	12.34173	17.45454	12.57867	14.44715	8.65018	23.88837	29.68176	26.33454	7.66126	33.96215	19.87943	18.88814	19.49085	10.20103	45.68459	42.68261	43.62459	5.9262	24.83699	18.31957	15.76876	13.3624	24.231	23.10458	28.06399	6.47202	35.54561	28.41279	28.7603	7.01065	12.85545	18.26006	19.85327	12.44362	26.71606	16.83974	26.51283	16.30745	22.6209	2.56638	14.82183	52.33957	25.36082	26.51214	12.14507	2.91133	9.09627	8.45651	13.28519	11.61652	12.91538	14.31667	28.2245	3.75518	16.53424	23.63804	15.53539	6.9657	16.92693
