clade_name	P35M2	P35M1	P35M0	C35F0	P34F2	P34F1	P34F0	C34M0	P24F1	P24F0	C24M0	P15M2	P15M1	P15M0	C15F0	P32M2	P32M1	P32M0	C32F0	P07M2	P07M1	P07M0	C07M0	P27M2	P27M1	P27M0	C27F0	P12M2	P12M1	P12M0	C12F0	P19M2	P19M1	P19M0	C19F0	P31M2	P31M1	P31M0	C31F0	P38M2	P38M1	P38M0	C38F0	P17M2	P17M1	P17M0	C17F0	P22M2	P22M1	P22M0	C22F0	P18M2	P18M1	P18M0	C18F0	P10M2	P10M1	P10M0	C10F0	P36M2	P36M1	P36M0	C36F0	P03M2	P03M1	P03M0	C03F0	P29F1	P29F0	C29M0	P13F2	P13F1	P13F0	C13M0	P01F2	P01F1	P01F0	C01M0	P30M2	P30M1	P30M0	C30F0	P28M1	P28M0	C28F0	P16M2	P16M1	P16M0	C16F0	P06M2	P06M0	P05M2	P05M0	C05F0	P33F2	P33F1	P33F0	C33M0	P21M1	P21M0	C21F0	P23M1	P23M0	C23M0	P04M2	P04M0	C04F0	P11M2	P11M1	P11M0	P08M2	P08M1	P08M0	C11F0	C08F0	P26M1	P26M0	C26F0	P37M2	P37M1	P37M0	C37F0	P25M2	P25M1	P25M0	C25F0	P14M2	P14M1	P14M0	C14F0	P02F2	P02F0	C02F0	P20M2	C20M0	P09M2	P09M1	P09M0	C09F0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.00033	0.63942	0	0	0	0	0	0.0045	0	0	0	1.6376	5.223	3.44426	0.41724	1.12471	0.45418	0.44268	0.58035	0.03273	0.03988	0.03852	1.08861	3.53351	1.15012	0.20013	0.6204	0	0	0.80752	0.17823	0.04062	0.00788	0.38146	0.17514	2.65441	1.20984	4.59098	1.25848	0.1971	0.22673	0.15573	1.36814	2.44107	7.2303	3.63092	0	0	0.64996	0	4.8972	1.06686	0.28238	1.51501	0.25758	3.06617	1.08615	1.22763	1.19202	0	0	6.64193	0.0417	0.60997	3.26468	0.33149	0.95715	0.09245	0	0.01314	0	0	0	0.07492	0.00614	3.1064	0.47382	1.10027	2.41414	4.13049	0.26016	1.5776	0.09904	0.5341	4.00E-05	0	1.26916	3.35718	0	3.07782	1.46674	0.71783	0.04535	0.02616	2.07487	2.17156	2.42228	0.15125	0.70356	0.67104	0.58215	0.40876	2.59963	1.04346	2.44306	0.13237	2.51414	0.35968	0.11861	0.05718	0	0	0	0.63493	1.00247	0.44871	1.18266	0.08753	0.36126	0.03061	1.04676	3.3352	1.99671	3.17816	0.38212	0	0.03897	0.26689	0	0	0	0.0002	0.59614	0.31076	0	0.00531	0	0.03468	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0	0	0	0	0	0	0	0.00103	0	0	0	0.29966	3.12274	1.71342	0	0	0	0	0.01154	0	0	0	0	0	0	0	0	0	0	0.80752	0.07289	0	0	0	0	0.00189	0	0.01691	0.05623	0	0	0	0.19112	1.06603	6.63001	0.18501	0	0	0	0	1.31834	0.1279	0.00092	0.01133	0.0095	2.47502	0.86505	0.30985	0	0	0	0.02657	0	0.00055	0	0	0.35718	0.09245	0	0	0	0	0	0	0	0	0	0	0.49309	1.17588	0	0	0	0	0	0	0	0	0	2.76709	0.06616	0	0.02769	0	0.19287	0.88162	0.75524	0.01725	0.49615	0.66288	0.39164	0	0	0.44512	2.22282	0.07021	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0.0278	0.02509	0	0	0	0	0	0	0	0	0.0002	0.41313	0.01551	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0.00033	0.63942	0	0	0	0	0	0.00347	0	0	0	1.33794	2.10026	1.73052	0.41724	1.12471	0.45418	0.44268	0.0646	0.01626	0.02151	0.01732	0.7865	3.40768	0.72835	0.17947	0.60252	0	0	0	0	0	0	0	0.02803	2.44104	1.02025	4.1696	1.19272	0.1971	0.22673	0.15573	1.17702	0	0.02407	2.26983	0	0	0.64996	0	3.56767	0.38118	0.27981	1.35732	0.20433	0.25976	0.10758	0.82165	0	0	0	5.85633	0	0.60942	3.26468	0.33149	0	0	0	0	0	0	0	0	0.00614	3.1064	0.47312	1.10027	1.71	2.49953	0.09855	1.48635	0.09904	0.5341	4.00E-05	0	1.26916	3.35718	0	0	0.10411	0.71783	0	0.02616	0.11717	0	0.01296	0	0	0	0.19051	0.22001	1.9738	0.59835	0	0	2.51414	0	0	0	0	0	0	0.39057	1.00247	0.44871	1.18266	0	0.28215	0.00634	0.02912	2.0141	1.83222	2.18567	0.25026	0	0.03897	0.26689	0	0	0	0	0	0.29525	0	0.00531	0	0.03468	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032	0	0	0	0	0	0.01648	0.01838	0.0212	0	0	0	0	0	0	0	0	0	0	0	0	0.1471	0	0	0	0.00953	0	0	0	0	0	0	0	0	0	0	0	0.01119	0	0	0	0	0.05366	0.04832	0.03963	0	0	0	0.00949	0	0	0	0	0.02576	0	0	0	0	0	0	0	0	0	0	0	0.03154	0.02382	0	0	0	0	0	0	0	0	0	0	0	0	0.01766	0	0.0326	0.00372	0.04762	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50421	0	0	0	0.3021	0.12582	0.42177	0.02067	0.01787	0	0	0	0.10534	0.04062	0.00788	0.38146	0	0.21148	0.18959	0.40447	0	0	0	0	0	1.37504	0.57623	1.17608	0	0	0	0	0	0	0	0	0.04376	0.27774	0.0652	0.05649	1.19202	0	0	0.74954	0.0417	0	0	0	0.57421	0	0	0.01314	0	0	0	0.07492	0	0	0	0	0.17951	0.43127	0.16161	0.09125	0	0	0	0	0	0	0	0.31073	1.29647	0	0	0	0.62368	0.20229	0.23987	0.09699	0.20741	0.00816	0	0.18875	0.62584	0	0.22024	0.06216	0	0.35968	0.11861	0.05718	0	0	0	0.24315	0	0	0	0.08753	0.07911	0.02427	1.01765	1.28699	0.1394	0.9925	0.13186	0	0	0	0	0	0	0	0.18301	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_obeum_CAG_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55778	0.00166	0.14636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10855	1.08392	1.36657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	0.02417	0.19116	0.00178	0.00561	0.02441	0.01031	0.00316	0.00362	0.01135	0	0.2017	0.00434	0.01805	0.01283	0.10105	0.00895	0.02558	0.07079	0.0099	0.00503	0.05177	0.02075	0.14886	0.03277	0.01467	0.01352	0.0039	0.01653	0	0.02736	0	0.04523	0.00455	0.02038	0.01521	0.00554	0.01718	0.04546	0.08604	0.04627	0.10441	0.02056	0.28979	0.49407	0.18087	0.12464	0.01563	0.00613	0	0.00391	1.9265	0.0155	0.01156	0.04052	0.00701	0.0372	0.0274	0.07064	0.0342	0.31848	0.05195	0.43962	0.01092	0.19109	0.03854	0.05256	0.0808	0	0.01094	0	0.01527	4.00E-05	0.01298	0.48572	0.0022	0.02536	3.75089	0.14604	0.13358	0.04938	0.05017	0.03409	0.02701	0.04055	0.08058	0.00759	0.01035	0.08717	0	0.04245	0.11728	0.31773	0.06978	0.06705	0.05162	0.03077	0.02714	0.0045	0.02449	0.07634	0.32287	0.01916	0.36727	0.08622	0.02379	0.0567	0.161	0.02624	0.00263	0.13195	0.27909	0.34888	0.11057	0	0.02029	0.00975	0.01473	0.04712	0.03054	0.00268	0.00621	0.08494	0.22799	0.03363	0.01798	0.00484	0.03448	0.03173	0.01642	0.0117	0.16441	0.07522	0.04857	0.04278	0.00074	0	0	0.01119	0.03118
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.02417	0.19116	0.00178	0.00561	0.02441	0.01031	0.00316	0.00362	0.01135	0	0.2017	0.00434	0.01805	0.01283	0.10105	0.00895	0.02558	0.07079	0.0099	0.00503	0.05177	0.02075	0.14886	0.03277	0.01467	0.01352	0.0039	0.01653	0	0.02736	0	0.04523	0.00455	0.02038	0.01521	0.00554	0.01718	0.04546	0.08604	0.04627	0.10441	0.02056	0.28979	0.49407	0.18087	0.12464	0.01563	0.00613	0	0.00391	1.9265	0.0155	0.01156	0.04052	0.00701	0.0372	0.0274	0.07064	0.0342	0.31848	0.05195	0.43962	0.01092	0.19109	0.03854	0.05256	0.0808	0	0.01094	0	0.01527	4.00E-05	0.01298	0.48572	0.0022	0.02536	3.75089	0.14604	0.13358	0.04938	0.05017	0.03409	0.02701	0.04055	0.08058	0.00759	0.01035	0.08717	0	0.04245	0.11728	0.31773	0.06978	0.06705	0.05162	0.03077	0.02714	0.0045	0.02449	0.07634	0.32287	0.01916	0.36727	0.08622	0.02379	0.0567	0.161	0.02624	0.00263	0.13195	0.27909	0.34888	0.11057	0	0.02029	0.00975	0.01473	0.04712	0.03054	0.00268	0.00621	0.08494	0.22799	0.03363	0.01798	0.00484	0.03448	0.03173	0.01642	0.0117	0.16441	0.07522	0.04857	0.04278	0.00074	0	0	0.01119	0.03118
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.13715	0.15696	0.01066	0.00427	0.03364	0.05618	0.07959	0.0216	0.18269	0.01986	0.15394	0.0211	0.03364	0.00744	0.02932	0.01793	0.04129	0.2063	0.0207	0.00128	0.0076	0.10027	0.01752	0.03155	0.07873	0.03269	0.01489	0.00512	0.00276	0.02412	0.02326	0.04643	0.01607	0.12314	0.04459	0.00034	0.0047	0.02717	0	0.057	0.06996	0.0794	0.48264	0.0985	0.10333	0.03046	0.13093	0.0709	0.13197	0.05435	0.61276	0.01079	0.00457	0.02171	0.03376	0.01048	0.00955	0.00825	0.09881	0.11697	0.06374	0.41347	0.00773	0.55295	0.12738	0.11383	0.36101	1.30455	0.73344	0	0.04252	0.12734	0.07858	0.13557	0.01016	0.00636	11.90023	0.20298	0.02668	0.00601	0.00561	0.02686	0.0072	0.0056	0.07604	0.06292	0.02057	1.49322	0.09433	0.16542	0.0216	0.1446	0.09206	0.01512	0.13937	0.19969	0.07659	0.03911	0.05038	0.13707	0.01842	0.01414	0.0575	0.22423	0.01365	0.00161	0.07296	0.05514	0.00935	0.02699	0.20321	0.14435	0.09431	0.13157	0.01366	0.10657	0.17214	0.08969	0.08439	0.00874	0.03054	0.54159	0.01688	0.0217	0.00575	0.04965	0.07935	0.19074	0.11763	0.09149	0.15384	0.00737	0.04591	0.07515	0.00978	0.01428	0.02723	0.0202	0.34823
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.13715	0.15696	0.01066	0.00427	0.03364	0.05618	0.07959	0.0216	0.18269	0.01986	0.15394	0.0211	0.03364	0.00744	0.02932	0.01793	0.04129	0.2063	0.0207	0.00128	0.0076	0.10027	0.01752	0.03155	0.07873	0.03269	0.01489	0.00512	0.00276	0.02412	0.02326	0.04643	0.01607	0.12314	0.04459	0.00034	0.0047	0.02717	0	0.057	0.06996	0.0794	0.48264	0.0985	0.10333	0.03046	0.13093	0.0709	0.13197	0.05435	0.61276	0.01079	0.00457	0.02171	0.03376	0.01048	0.00955	0.00825	0.09881	0.11697	0.06374	0.41347	0.00773	0.55295	0.12738	0.11383	0.36101	1.30455	0.73344	0	0.04252	0.12734	0.07858	0.13557	0.01016	0.00636	11.90023	0.20298	0.02668	0.00601	0.00561	0.02686	0.0072	0.0056	0.07604	0.06292	0.02057	1.49322	0.09433	0.16542	0.0216	0.1446	0.09206	0.01512	0.13937	0.19969	0.07659	0.03911	0.05038	0.13707	0.01842	0.01414	0.0575	0.22423	0.01365	0.00161	0.07296	0.05514	0.00935	0.02699	0.20321	0.14435	0.09431	0.13157	0.01366	0.10657	0.17214	0.08969	0.08439	0.00874	0.03054	0.54159	0.01688	0.0217	0.00575	0.04965	0.07935	0.19074	0.11763	0.09149	0.15384	0.00737	0.04591	0.07515	0.00978	0.01428	0.02723	0.0202	0.34823
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.13715	0.15696	0.01066	0.00427	0.03364	0.05618	0.07959	0.0216	0.18269	0.01986	0.15394	0.0211	0.03364	0.00744	0.02932	0.01793	0.04129	0.2063	0.0207	0.00128	0.0076	0.10027	0.01752	0.03155	0.07873	0.03269	0.01489	0.00512	0.00276	0.02412	0.02326	0.04643	0.01607	0.12314	0.04459	0.00034	0.0047	0.02717	0	0.057	0.06996	0.0794	0.48264	0.0985	0.10333	0.03046	0.13093	0.0709	0.13197	0.05435	0.61276	0.01079	0.00457	0.02171	0.03376	0.01048	0.00955	0.00825	0.09881	0.11697	0.06374	0.41347	0.00773	0.55295	0.12738	0.11383	0.36101	1.30455	0.73344	0	0.04252	0.12734	0.07858	0.13557	0.01016	0.00636	11.90023	0.20298	0.02668	0.00601	0.00561	0.02686	0.0072	0.0056	0.07604	0.06292	0.02057	1.49322	0.09433	0.16542	0.0216	0.1446	0.09206	0.01512	0.13937	0.19969	0.07659	0.03911	0.05038	0.13707	0.01842	0.01414	0.0575	0.22423	0.01365	0.00161	0.07296	0.05514	0.00935	0.02699	0.20321	0.14435	0.09431	0.13157	0.01366	0.10657	0.17214	0.08969	0.08439	0.00874	0.03054	0.54159	0.01688	0.0217	0.00575	0.04965	0.07935	0.19074	0.11763	0.09149	0.15384	0.00737	0.04591	0.07515	0.00978	0.01428	0.02723	0.0202	0.34823
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella	0.00099	0.00611	0.00034	0	0.00871	0.0124	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148	0	0.02248	0	0	0	0	0	0.00029	0.00124	0.02464	0.06269	0	0	0	0	0	0	0	0.0796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella|s__Absiella_dolichum	0.00099	0.00611	0.00034	0	0.00871	0.0124	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148	0	0.02248	0	0	0	0	0	0.00029	0.00124	0.02464	0.06269	0	0	0	0	0	0	0	0.0796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Candidatus_Stoquefichus	0	0	0	0	0	0	0	0	0	0	0	0.00401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241	0.00291	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01044	0.00267	0.00645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398	0	0	0	0	0	0	0	0	0	0	0	0.0056	0.00451	0	0	0	0	0	0	0.00348	0	0	0	0.04485	0	0	0	0	0	0	0.02257	0.02318	0.00363	0	0	0	0	0	0	0	0	0.00338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Candidatus_Stoquefichus|s__Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	0	0	0	0	0	0	0.00401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241	0.00291	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01044	0.00267	0.00645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398	0	0	0	0	0	0	0	0	0	0	0	0.0056	0.00451	0	0	0	0	0	0	0.00348	0	0	0	0.04485	0	0	0	0	0	0	0.02257	0.02318	0.00363	0	0	0	0	0	0	0	0	0.00338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0	0	0	0	0	0	0	0.00451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02832	0	0	0	0	0	0	0	0	0	0	0	0.32061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0.00451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02832	0	0	0	0	0	0	0	0	0	0	0	0.32061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	0	0	0	0	0	0	0	0.00712	0	0	0	0	0	0	0	0	0	0.00094	0	0	0	0.05192	0	0.00137	0	0.00939	0	0	0	0	0	0	0	0.00334	0	0	0	0.00032	0	0.00517	0.06867	0.03393	0.0187	0.04306	0	0	0	0	0	0	0.27897	0	0	0	0	0	0	0	0	0.05501	0	0.29309	0	0.3581	0.00251	0.04668	0.00109	0	0	0	0	0	0	0.00575	0.00163	0	10.92468	0.18734	0.02572	0	0	0	0	0	0	0	0.00977	1.23558	0	0	0	0.00714	0	0	0.0072	0	0	0.02415	0.00934	0.08421	0	0	0	0	0	0	0.02058	0.00797	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	0	0	0	0	0	0	0	0.00712	0	0	0	0	0	0	0	0	0	0.00094	0	0	0	0.05192	0	0.00137	0	0.00939	0	0	0	0	0	0	0	0.00334	0	0	0	0.00032	0	0.00517	0.06867	0.03393	0.0187	0.04306	0	0	0	0	0	0	0.27897	0	0	0	0	0	0	0	0	0.05501	0	0.29309	0	0.3581	0.00251	0.04668	0.00109	0	0	0	0	0	0	0.00575	0.00163	0	10.92468	0.18734	0.02572	0	0	0	0	0	0	0	0.00977	1.23558	0	0	0	0.00714	0	0	0.0072	0	0	0.02415	0.00934	0.08421	0	0	0	0	0	0	0.02058	0.00797	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma	0.04146	0.0443	0	0	0	0	0	0	0	0	0.00144	0	0.00685	0	0.01314	0.00178	0.02915	0.01673	0.01558	0	0.00045	0.00205	0.01548	0.00107	0	0.01686	0.00508	0	0	0.00313	0	0.02703	0.00602	0.02449	0.00261	0	0.0047	0.00405	0	0	0	0	0	0	0	0	0	0.01147	0.01622	0.01027	0	0	0	0.00241	0.00034	0.008	0.00942	0.00751	0	0	0	0.00322	0.00273	0.02298	0	0.00439	0	0	0	0	0	0	0	0.03077	0	0	0	0.00872	0	0	0	0.00423	0	0	0.00259	0	0	0.07541	0	0.00197	0	0	0	0	0	0.01766	0	0	0	0	0.0104	0.0094	0.02533	0.06661	0	0.00113	0.00474	0.00882	0.00317	0.0081	0.0207	0.02613	0	0	0.00067	0	0	0	0	0	0	0.00229	0	0	0	0	0	0	0.00343	0	0	0	0	0.00237	0	0	0	0.005	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	0.04146	0.0443	0	0	0	0	0	0	0	0	0.00144	0	0.00685	0	0.01314	0.00178	0.02915	0.01673	0.01558	0	0.00045	0.00205	0.01548	0.00107	0	0.01686	0.00508	0	0	0.00313	0	0.02703	0.00602	0.02449	0.00261	0	0.0047	0.00405	0	0	0	0	0	0	0	0	0	0.01147	0.01622	0.01027	0	0	0	0.00241	0.00034	0.008	0.00942	0.00751	0	0	0	0.00322	0.00273	0.02298	0	0.00439	0	0	0	0	0	0	0	0.03077	0	0	0	0.00872	0	0	0	0.00423	0	0	0.00259	0	0	0.07541	0	0.00197	0	0	0	0	0	0.01766	0	0	0	0	0.0104	0.0094	0.02533	0.06661	0	0.00113	0.00474	0.00882	0.00317	0.0081	0.0207	0.02613	0	0	0.00067	0	0	0	0	0	0	0.00229	0	0	0	0	0	0	0.00343	0	0	0	0	0.00237	0	0	0	0.005	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia	0	0	0	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia|s__Eggerthia_catenaformis	0	0	0	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.0947	0.10654	0.01032	0.00427	0.02493	0.04378	0.07959	0.0082	0.18269	0.01986	0.1525	0	0.00048	0	0.00489	0.01615	0.01214	0.18863	0.00513	0	0	0.03246	0	0.01093	0.00332	0.00142	0	0	0.00276	0.0069	0	0	0	0.07529	0.03502	0	0	0	0	0.03702	0.00128	0.02299	0.46395	0.02626	0.01412	0.00595	0.11218	0.05453	0.10559	0.01824	0.22049	0.00418	0.00142	0.00971	0	0.00205	0	0	0.00949	0.05152	0.02599	0.0352	0.00038	0.1535	0.11216	0.05515	0	1.30455	0.73006	0	0.00039	0.12734	0.07858	0.00849	0.00228	0.00343	0.95673	0.00328	0.00096	0.00197	0.00561	0.01307	0.00157	0	0.00658	0	0	0.11833	0.09433	0.07722	0	0.0358	0.05944	0.01512	0	0.03321	0.00048	0	0.01629	0.00684	0.00802	0	0.00812	0.00533	0.01365	0.00048	0.00519	0.03501	0.00241	0.00838	0.05193	0.01227	0.01302	0	0	0.02468	0.06532	0.00356	0	0	0	0.08857	0.01688	0.01958	0.00575	0.04965	0.06344	0.18646	0.11317	0.09057	0.15384	0.00737	0.00208	0.06464	0.00399	0.01428	0.02723	0.0152	0.00366
